Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,492,N/A - Module 2 PDF,What is the benefit of KNIME’s “RESTful Web Services” for model deployment?,It restricts model access,It enables real-time predictions and integration with other applications,It creates visualizations,It cleans data automatically,b,b) It enables real-time predictions and integration with other applications,Unit 3: KNIME
1,493,N/A - Module 2 PDF,Which KNIME node is used for text mining and NLP?,Text Mining,Scatter Plot,File Reader,Model Writer,a,a) Text Mining,Unit 3: KNIME
1,494,N/A - Module 2 PDF,What is the purpose of the “Feature Selection” node in KNIME?,To create visualizations,To identify relevant features for machine learning models,To load data from a CSV file,To automate reports,b,b) To identify relevant features for machine learning models,Unit 3: KNIME
1,495,N/A - Module 2 PDF,Which KNIME task statement involves importing and cleaning data?,Create interactive dashboards,"Import data, clean it, and perform basic manipulations",Establish a connection to a Big Data source,Send reports via email,b,"b) Import data, clean it, and perform basic manipulations",Unit 3: KNIME
1,496,N/A - Module 2 PDF,What is the purpose of KNIME’s “Parameterization” in dashboards?,To restrict user access,To allow users to customize views based on preferences,To clean data,To create machine learning models,b,b) To allow users to customize views based on preferences,Unit 3: KNIME
1,497,N/A - Module 2 PDF,Which KNIME node is used for regression analysis?,Linear Regression,File Reader,Scatter Plot,Statistics,a,a) Linear Regression,Unit 3: KNIME
1,498,N/A - Module 2 PDF,What is the benefit of KNIME’s automated visualization feature?,It slows down data analysis,It generates visualizations based on data-driven conditions,It restricts visualization types,It requires manual configuration for each plot,b,b) It generates visualizations based on data-driven conditions,Unit 3: KNIME
1,499,N/A - Module 2 PDF,Which KNIME node is used for batch processing in model deployment?,Batch Processing,File Reader,Decision Tree,Scatter Plot,a,a) Batch Processing,Unit 3: KNIME
1,500,N/A - Module 2 PDF,What is the purpose of KNIME’s “Notifications” feature?,To create visualizations,To inform users about workflow status or errors,To load data from a CSV file,To perform machine learning,b,b) To inform users about workflow status or errors Practical Use Cases and General Questions,Unit 3: KNIME
1,501,N/A - Module 2 PDF,"In the KNIME decision tree use case, what is the dataset used for?",Sales data analysis,Predicting property condition (high or low),Budget monitoring,Credit scoring,b,b) Predicting property condition (high or low),Unit 3: KNIME
1,502,N/A - Module 2 PDF,Which KNIME use case involves visualizing data with a Pie/Donut Chart?,Budget Monitoring Report,Visualization of Sales Data,Credit Scoring,Data Blending and ETL,b,b) Visualization of Sales Data,Unit 3: KNIME
1,503,N/A - Module 2 PDF,What is the purpose of cross-validation in the KNIME credit scoring use case?,To create visualizations,To evaluate model performance,To clean data,To automate workflows,b,b) To evaluate model performance,Unit 3: KNIME
1,504,N/A - Module 2 PDF,Which KNIME use case calculates money spent for each project?,Budget Monitoring Report,Decision Tree,Visualization of Sales Data,Credit Scoring,a,a) Budget Monitoring Report,Unit 3: KNIME
1,505,N/A - Module 2 PDF,What is the role of the “Java IF (Table)” node in KNIME’s automation example?,To create visualizations,To perform conditional logic in workflows,To load data from a CSV file,To generate reports,b,b) To perform conditional logic in workflows,Unit 3: KNIME
1,506,N/A - Module 2 PDF,Which of the following is a knowledge statement for KNIME in the module?,Writing Python scripts for data analysis,Data wrangling techniques in KNIME,Creating 3D animations,Understanding fundamental programming concepts,b,b) Data wrangling techniques in KNIME,Unit 3: KNIME
1,507,N/A - Module 2 PDF,What is the purpose of the “Table Row to Variable” node in KNIME?,To create visualizations,To convert table rows into workflow variables,To load data from a database,To perform machine learning,b,b) To convert table rows into workflow variables,Unit 3: KNIME
1,508,N/A - Module 2 PDF,Which of the following is NOT a KNIME visualization type?,Heatmap,Bar chart,Virtual reality simulation,Line chart,c,c) Virtual reality simulation,Unit 3: KNIME
1,509,N/A - Module 2 PDF,"In KNIME, what does “data wrangling” refer to?",Creating 3D models,Cleaning and transforming data for analysis,Sending emails,Browsing websites,b,b) Cleaning and transforming data for analysis,Unit 3: KNIME
1,510,N/A - Module 2 PDF,Which of the following is a key benefit of KNIME’s end-to-end data analytics capabilities?,Restricting data access,Supporting data exploration to stakeholder reporting,Limiting visualization options,Requiring extensive coding,b,b) Supporting data exploration to stakeholder reporting,Unit 3: KNIME
1,511,N/A - Module 2 PDF,What is the primary function of Power BI’s “Get Data” feature?,To create visualizations,To connect to various data sources for analysis,To share dashboards,To schedule automated workflows,b,b) To connect to various data sources for analysis,Unit 3: KNIME
1,512,N/A - Module 2 PDF,Which Power BI component allows users to publish reports to the cloud?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME
1,513,N/A - Module 2 PDF,What is the purpose of the “Relationships” feature in Power BI’s Model view?,To create visualizations,To define how tables in a dataset are connected,To clean data,To share reports,b,b) To define how tables in a dataset are connected,Unit 3: KNIME
1,514,N/A - Module 2 PDF,"In Power BI, what is a “dedicated capacity”?",A resource set shared with other Microsoft customers,A resource set fully committed to a single customer,A type of visualization,A dataset stored locally,b,b) A resource set fully committed to a single customer,Unit 3: KNIME
1,515,N/A - Module 2 PDF,Which Power BI visualization type is best for comparing categorical data?,Line chart,Bar chart,Scatter plot,Pie chart,b,b) Bar chart,Unit 3: KNIME
1,516,N/A - Module 2 PDF,What is the role of the “Format” pane in Power BI Desktop?,To clean and transform data,To customize the appearance of visualizations,To schedule data refreshes,To manage workspaces,b,b) To customize the appearance of visualizations,Unit 3: KNIME
1,517,N/A - Module 2 PDF,Which of the following is a supported data source for Power BI?,Microsoft Excel,Adobe Photoshop files,Audio recordings,Text editors,a,a) Microsoft Excel,Unit 3: KNIME
1,518,N/A - Module 2 PDF,What happens when you share a Power BI dashboard with a colleague?,The colleague can edit the underlying dataset,The colleague can view and interact with the dashboard,The dashboard is converted to a PDF,The dashboard is deleted,b,b) The colleague can view and interact with the dashboard,Unit 3: KNIME
1,519,N/A - Module 2 PDF,Which Power BI feature allows users to ask questions about data in natural language?,Power Query Editor,Q&A feature,Power BI Mobile,Data view,b,b) Q&A feature,Unit 3: KNIME
1,520,N/A - Module 2 PDF,What is the purpose of Power BI’s “Bookmarks” feature?,To save datasets,To capture and save report states for storytelling,To clean data,To automate workflows,b,b) To capture and save report states for storytelling,Unit 3: KNIME
1,521,N/A - Module 2 PDF,Which Power BI component supports real-time data streaming?,Power BI Desktop,Power BI Service,Power BI Mobile,Power Query Editor,b,b) Power BI Service,Unit 3: KNIME
1,522,N/A - Module 2 PDF,What is the benefit of using Power BI’s “Drillthrough” feature?,It cleans data automatically,It allows users to explore detailed data behind a visual,It schedules data refreshes,It exports reports to Excel,b,b) It allows users to explore detailed data behind a visual,Unit 3: KNIME
1,523,N/A - Module 2 PDF,Which Power BI element is a single page in a report?,Dashboard,Canvas,Tile,Report page,d,d) Report page,Unit 3: KNIME
1,524,N/A - Module 2 PDF,What is the purpose of the “Slicer” visualization in Power BI?,To create charts,To filter data interactively in reports,To clean data,To share dashboards,b,b) To filter data interactively in reports,Unit 3: KNIME
1,525,N/A - Module 2 PDF,Which of the following is a real-world application of Power BI mentioned in the module?,Creating video games,Optimizing supply chain operations,Editing audio files,Designing websites,b,b) Optimizing supply chain operations,Unit 3: KNIME
1,526,N/A - Module 2 PDF,Which Python data structure is unordered and does not allow duplicates?,List,Tuple,Set,Dictionary,c,c) Set,Unit 2: Python
1,527,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = [1, 2, 3] print(x[0])",1,2,3,Error,a,a) 1,Unit 2: Python
1,528,N/A - Module 2 PDF,Which Python library is used for numerical computations?,Pandas,Matplotlib,NumPy,Scikit-learn,c,c) NumPy,Unit 2: Python
1,529,N/A - Module 2 PDF,What is the purpose of the while loop in Python?,To define a function,To execute a block of code as long as a condition is true,To store data,To create visualizations,b,b) To execute a block of code as long as a condition is true,Unit 2: Python
1,530,N/A - Module 2 PDF,Which Python statement skips the current iteration of a loop?,break,continue,pass,return,b,b) continue,Unit 2: Python
1,531,N/A - Module 2 PDF,"What is the output of the following Python code? python Copy x = ""Python"" print(len(x))",5,6,7,Error,b,b) 6,Unit 2: Python
1,532,N/A - Module 2 PDF,Which Python task statement focuses on evaluating control structures?,Write simple Python scripts for common tasks,Evaluate loops and conditional statements,Utilize built-in data structures,Develop problem-solving skills,b,b) Evaluate loops and conditional statements,Unit 2: Python
1,533,N/A - Module 2 PDF,What does the keys() method do in a Python dictionary?,Returns a list of all values,Returns a list of all keys,Adds a new key-value pair,Removes a key-value pair,b,b) Returns a list of all keys,Unit 2: Python
1,534,N/A - Module 2 PDF,Which Python operator checks if two values are equal?,=,==,!=,>,b,b) ==,Unit 2: Python
1,535,N/A - Module 2 PDF,What is the purpose of the return statement in a Python function?,To print output to the console,To exit the function and send a value back to the caller,To create a loop,To handle errors,b,b) To exit the function and send a value back to the caller,Unit 2: Python
1,536,N/A - Module 2 PDF,What is the primary purpose of KNIME’s “Workflow Annotations”?,To create visualizations,To add explanatory notes to workflows for clarity,To load data from a CSV file,To perform machine learning,b,b) To add explanatory notes to workflows for clarity,Unit 3: KNIME
