Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
53,2,"Following information is related to actions taken in different situation of financial options: Situation Action Exercise Price Premium Spot Price I Exercised 140 20 160 II Exercised 200 15 175 III Lapsed 300 25 400 From the information given above, choose the correct answer to the following questions:","2. In Situation I, the investorâ€™s position and the amount of profit or loss is.",Put option and â‚¹ 20,Call option and â‚¹ 0,Put option and â‚¹ 0,Call option and â‚¹ 20,b,Spot price is more than exercise price. Hence Call option. Profit = ` 160 - ` 140 = ` 20 Net profit = ` 20 - ` 20 = ` 0
53,3,"Following information is related to actions taken in different situation of financial options: Situation Action Exercise Price Premium Spot Price I Exercised 140 20 160 II Exercised 200 15 175 III Lapsed 300 25 400 From the information given above, choose the correct answer to the following questions:","3. In Situation II, the investorâ€™s position and the amount of profit / loss is..",Put option and â‚¹ 10,Call option and â‚¹ 10,Put option and â‚¹ 25,Call option and â‚¹ 25,a,Spot price is Less than exercise price. Hence Put option. Profit = ` 200 - ` 175 = ` 25 Net profit = ` 25 - ` 15 = ` 10
54,1,"The following information is available in respect of Bond A and Bond B. Bond A Bond B Face value, redeemable at par â‚¹ 1000 â‚¹ 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 An investor has the portfolio consisting of 75% of Bond A and 25% of Bond B. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following",MULTIPLE CHOICE QUESTIONS 1. The price and duration of the Bond B shall be approximately ..respectively.,â‚¹ 826.43 and 2.49,"â‚¹ 1,000 and 2.74",â‚¹ 924.85 and 2.74,"â‚¹ 1,000 and 2.49",b,Price of Bond B = 100*0.9091 + 100*0.8264 + 1100*0.7513 = ` 1000. Duration of Bond B = [(90.91*1) + (82.64*2) + (826.43*3)] / 1000 = 2.74
54,2,"The following information is available in respect of Bond A and Bond B. Bond A Bond B Face value, redeemable at par â‚¹ 1000 â‚¹ 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 An investor has the portfolio consisting of 75% of Bond A and 25% of Bond B. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following",2. The price and duration of the Bond A shall be approximately respectively.,â‚¹ 848.34 and 4.41,â‚¹ 811.09 and 4.38,"â‚¹ 1,227.44 and 4.41",â‚¹ 658.15 and 3.90,a,Price of Bond A = 60*0.9091 + 60*0.8264 + 60*0.7513 + 60*0.6830 + 1060*0.6209 = ` 848.34 Duration of Bond A = [(54.55*1) + (49.58*2) + (45.08*3) + (40.98*4) + (658.15*5)] /848.34 = 4.41 (Approx.)
54,3,"The following information is available in respect of Bond A and Bond B. Bond A Bond B Face value, redeemable at par â‚¹ 1000 â‚¹ 1000 Coupon rate, payable annually (%) 6% 10% Time to maturity (years) 5 3 An investor has the portfolio consisting of 75% of Bond A and 25% of Bond B. The current YTMs prevailing in the market is 10%. Year (n) : 1 2 3 4 5 PVIF (10%, n) : 0.9091 0.8264 0.7513 0.6830 0.6209 From the information given above, choose the correct answer to the following",3. The price sensitivity of the portfolio approximately is.. (a),-4.03,-2.49,-3.63,-3.98,c,c ) Weighted average of duration Bond-A 4.41 75% 3.308 Bond-B 2.74 25% 0.685 Average Duration 3.993 Price Sensitivity = 3.993/1.10 = 3.63
55,1,"Z Ltd. paid a dividend of â‚¹ 5 for the current year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The return of government bond is 13% per annum and market return is expected to be around 20%. The correlation between market return and Z Ltd. share return is 0.3733. The standard deviation of market return and Z Ltd. shares is 12% and 18% respectively. Round off calculations to two decimal places. From the information given above, choose the correct answer to the following",1. What is the expected return of Z Ltd shares?,15%,23.92%,16.92%,16.5%,c,ÃŸ = 0.3733 Ã— (1 8/12 ) = 0.560 Expected Return = 13% + 0.560 (20% - 13%) = 16.92%
55,2,"Z Ltd. paid a dividend of â‚¹ 5 for the current year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The return of government bond is 13% per annum and market return is expected to be around 20%. The correlation between market return and Z Ltd. share return is 0.3733. The standard deviation of market return and Z Ltd. shares is 12% and 18% respectively. Round off calculations to two decimal places. From the information given above, choose the correct answer to the following",2. The intrinsic value of Z Ltd. shares approximately is,â‚¹ 156.75,â‚¹ 303.14,â‚¹ 349.62,â‚¹ 341.30,a,PV of dividend= 6.25*0.855 + 7.81*0.732 + 9.77*0.626 + 12.21*0.535 + 15.26*0.458 + 19.075*0.391 = ` 38.16 PV of Terminal Value = [(19.075(1.10)/(0.1692-0.10)] Ã— 0.391 = ` 118.53 3
55,3,"Z Ltd. paid a dividend of â‚¹ 5 for the current year. The dividend is expected to grow at 25% for the next 6 years and at 10% per annum thereafter. The return of government bond is 13% per annum and market return is expected to be around 20%. The correlation between market return and Z Ltd. share return is 0.3733. The standard deviation of market return and Z Ltd. shares is 12% and 18% respectively. Round off calculations to two decimal places. From the information given above, choose the correct answer to the following",3. If current market price of the shares is,â‚¹ 315 than stock is. (a) Over valued,Under valued,Fairley valued,Cannot be determined,a,"Since current Market Price per share of the share is ` 315 higher than Intrinsic Value of the share, the stock is overvalued."
56,1,"SM Limited has a market capitalization of â‚¹ 3,000 crore and the current earnings per share (EPS) is â‚¹ 200 with a price earnings ratio (PER) of 15. The Board of directors is considering a proposal to buy back 20% of the shares at a premium which can be supported by the financials of the company. The Boards expects post buy back market price per share (MPS) of â‚¹ 3057. Post buy back PER will remain same. The company proposes to fund the buy back by availing 8% bank loan since available resources are committed for expansion plans. Applicable income tax rate is 30%.",1. The number of shares proposed to be bought back is..,12 lakhs,15 lakhs,20 lakhs,22 lakhs,c,MPS = ` 200 Ã— 15 = ` 3000 per share Original shares = ( ` 3000 Crore)/( ` 3000) = 1 crores shares No. of shares proposed to be bought back = 1 crores Ã— 20% = 20 Lakhs shares
56,2,"SM Limited has a market capitalization of â‚¹ 3,000 crore and the current earnings per share (EPS) is â‚¹ 200 with a price earnings ratio (PER) of 15. The Board of directors is considering a proposal to buy back 20% of the shares at a premium which can be supported by the financials of the company. The Boards expects post buy back market price per share (MPS) of â‚¹ 3057. Post buy back PER will remain same. The company proposes to fund the buy back by availing 8% bank loan since available resources are committed for expansion plans. Applicable income tax rate is 30%.",2. The interest amount which can be paid for availing the bank loan shall be,"â‚¹ 5,280.00 Lakhs","â‚¹ 5,575.00 Lakhs",â‚¹ 4865.00 Lakhs,â‚¹ 6485.00 Lakhs,a,"Post buy back EPS = ( ` 3057 per share)/15 = ` 203.80 per share Post buy back Earnings after tax = ` 203.80 Ã— 80 Lakhs shares = ` 16,304 Lakhs Post buy back Earnings before tax (A) = (16,304)/(1 - 0.30) = ` 23,291. 43 Lakhs Pre buy back Earnings after tax = 200 Ã— 100 Lakhs shares = ` 20,000 Lakh s Pre buy back Earnings before tax (B) = (20,000)/(1 - 0.30) = ` 28,571.43 Lakhs Interest to be paid for availing bank loan (A) - (B) = ` 5,280 Lakhs"
56,3,"SM Limited has a market capitalization of â‚¹ 3,000 crore and the current earnings per share (EPS) is â‚¹ 200 with a price earnings ratio (PER) of 15. The Board of directors is considering a proposal to buy back 20% of the shares at a premium which can be supported by the financials of the company. The Boards expects post buy back market price per share (MPS) of â‚¹ 3057. Post buy back PER will remain same. The company proposes to fund the buy back by availing 8% bank loan since available resources are committed for expansion plans. Applicable income tax rate is 30%.",3. The loan amount to be raised shall be..,â‚¹ 55650 Lakhs,â‚¹ 62300 Lakhs,â‚¹ 66000 Lakhs,â‚¹ 72450 Lakhs,c,"Loan amount to be raised = ` 5,280 Lakhs /0.08 = ` 66,000 Lakhs"
56,4,"SM Limited has a market capitalization of â‚¹ 3,000 crore and the current earnings per share (EPS) is â‚¹ 200 with a price earnings ratio (PER) of 15. The Board of directors is considering a proposal to buy back 20% of the shares at a premium which can be supported by the financials of the company. The Boards expects post buy back market price per share (MPS) of â‚¹ 3057. Post buy back PER will remain same. The company proposes to fund the buy back by availing 8% bank loan since available resources are committed for expansion plans. Applicable income tax rate is 30%.",4. The premium per share paid over the current MPS shall be..,â‚¹ 200,â‚¹ 250,â‚¹ 300,â‚¹ 350,c,"Buy back price per share = ` 66,000 Lakhs /20 Lakhs = ` 3,300 per share Premium per share paid over the current MPS = ` 3300 - ` 3000 = ` 300 per share"
